id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
68340648,,20000,20000,20000, 36 months,17.27,715.75,D,D3,Electrician,10+ years,MORTGAGE,50000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68340648,,other,,283xx,NC,33.75,0,Mar-2003,705,709,0,39,,11,0,4354,58.1,26,w,0,0,25718.79350174,25718.79,20000,5718.79,0,0,0,Jan-2019,715.51,,Feb-2019,694,690,0,39,1,Individual,,,,0,0,127260,0,4,1,3,10,40022,76,0,0,1522,74,7500,1,0,0,4,11569,1867,69.9,0,0,140,119,25,10,4,25,61,15,61,2,4,5,4,5,13,6,8,5,11,0,0,0,1,92,50,0,0,147579,44376,6200,52479,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68052883,,15000,15000,15000, 36 months,9.17,478.19,B,B2,Customer Service Manager,2 years,RENT,48112,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68052883,,credit_card,Credit card refinancing,951xx,CA,31.62,1,Oct-2001,685,689,0,11,,12,0,21070,58,23,w,0,0,17195.479175839,17195.48,15000,2195.48,0,0,0,Jan-2019,477.93,,Dec-2018,714,710,0,,1,Individual,,,,0,0,33101,0,2,0,1,20,12031,43,0,1,6778,52,36300,0,0,0,2,2758,4995,80,0,0,108,170,18,18,0,34,11,,11,0,5,7,5,10,3,10,20,7,12,0,0,0,0,91.3,80,0,0,64120,33101,25000,27820,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68465033,,12000,12000,12000, 36 months,12.88,403.64,C,C2,server,4 years,MORTGAGE,40000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68465033,,debt_consolidation,Debt consolidation,852xx,AZ,23.98,0,Sep-2007,690,694,1,43,,13,0,8700,48.1,22,w,0,0,14370.9047002284,14370.9,12000,2370.9,0,0,0,May-2018,3494.09,,Oct-2018,724,720,0,,1,Individual,,,,0,0,238974,1,6,1,1,2,36884,86,0,2,3392,75,18100,0,0,6,5,18383,7500,53.7,0,0,99,78,15,2,2,15,43,2,43,0,3,3,4,6,12,6,8,3,13,0,0,0,2,95.2,0,0,0,256305,45584,16200,42824,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68587366,,5000,5000,5000, 36 months,10.78,163.18,B,B4,Reliability Mechanic,10+ years,OWN,75000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68587366,,debt_consolidation,Debt consolidation,280xx,NC,16.7,0,Dec-1996,705,709,0,,,13,0,22869,60.5,53,w,0,0,5388.04,5388.04,5000,388.04,0,0,0,Oct-2016,4090.09,,Jul-2018,689,685,0,,1,Individual,,,,0,0,56423,2,3,1,5,6,11833,74,1,3,7862,65,37800,0,1,0,8,4340,1557,90.3,0,0,131,228,6,6,1,38,,13,,0,3,6,3,10,24,9,28,6,13,0,0,0,2,100,100,0,0,113838,34702,16100,15913,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66624075,,6000,6000,6000, 36 months,10.78,195.81,B,B4,Procurement ,< 1 year,MORTGAGE,57000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66624075,,debt_consolidation,Debt consolidation,211xx,MD,18.34,2,Jun-2003,690,694,0,12,,12,0,10706,21.1,23,w,0,0,7038.634405325,7038.63,6000,1038.63,0,0,0,Dec-2018,390.07,,Mar-2019,724,720,0,,1,Individual,,,,0,0,259307,2,3,2,3,3,37722,93,0,0,7429,53,50700,3,0,5,3,21609,10634,49.8,0,0,42,150,25,3,1,25,12,4,12,0,2,3,4,9,4,8,17,4,12,0,0,0,2,91.3,25,0,0,312021,48428,21200,40496,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68445725,,10050,10050,10050, 60 months,17.27,251.23,D,D3,Library Associate,10+ years,RENT,34000,Not Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68445725,,credit_card,Credit card refinancing,432xx,OH,18.6,0,Jan-1991,710,714,0,34,,5,0,5248,75,12,w,4710.51,4710.51,9526.41,9526.41,5339.49,4186.92,0,0,0,Mar-2019,251.23,Apr-2019,Mar-2019,619,615,0,34,1,Individual,,,,0,0,6303,0,1,0,0,68,1055,10,2,2,2351,35,7000,0,1,0,2,1261,1591,71.6,0,0,111,299,8,8,2,8,,,,1,3,4,3,5,3,4,7,4,5,0,0,0,2,91.7,66.7,0,0,17940,6303,5600,10940,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68416619,,6000,6000,6000, 36 months,5.32,180.69,A,A1,Supervisor,10+ years,RENT,43000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416619,,debt_consolidation,Debt consolidation,131xx,NY,20.37,0,Mar-2007,680,684,0,34,,8,0,4929,24.5,11,w,0,0,6296.5320584559,6296.53,6000,296.53,0,0,0,Feb-2017,4132.68,,Sep-2017,714,710,0,34,1,Individual,,,,0,219,27746,0,1,0,1,15,22817,84,0,4,1361,59,20100,1,0,1,5,3468,7477,28.8,0,0,58,105,16,15,0,22,34,4,34,1,4,5,5,6,2,7,9,5,8,0,0,0,0,90.9,0,0,0,47281,27746,10500,27181,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68385791,,28000,28000,28000, 60 months,20.5,749.65,E,E4,Engineer Instructor,10+ years,RENT,84000,Source Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68385791,,debt_consolidation,Debt consolidation,922xx,CA,37.26,0,Oct-1999,700,704,1,,,22,0,71192,48.5,52,w,0,0,20130.38,20130.38,7538.99,9623.24,37.48,2930.67,527.5206,Dec-2017,749.65,,May-2018,589,585,0,,1,Individual,,,,0,0,114340,2,2,0,1,14,43148,81,3,4,13754,55,146800,2,14,1,5,5717,39059,31,0,0,137,194,1,1,0,8,,1,,0,5,9,9,16,17,19,34,9,22,0,0,0,3,100,22.2,0,0,209989,114340,56600,53500,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68386842,,15000,15000,15000, 36 months,5.32,451.73,A,A1,teacher assistant,3 years,OWN,81000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386842,,credit_card,Credit card refinancing,752xx,TX,16.95,0,Oct-1985,800,804,0,,,14,0,37068,9.4,26,w,0,0,16250.877561524,16250.88,15000,1250.88,0,0,0,Jan-2019,451.41,,Dec-2018,814,810,0,,1,Individual,,,,0,0,64382,0,1,0,0,31,27314,,1,4,7479,9,208500,0,3,1,4,4952,124059,8.1,0,0,91,362,11,11,1,11,,11,,0,6,8,11,17,3,13,22,8,14,0,0,0,1,100,0,0,0,250286,64382,137500,41786,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68425549,,10500,10500,10500, 36 months,8.49,331.42,B,B1,Project Manager,10+ years,MORTGAGE,168400,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68425549,,other,Other,757xx,TX,27.58,0,Nov-1999,715,719,0,48,,18,0,43536,61.5,36,w,0,0,11918.351705887,11918.35,10500,1418.35,0,0,0,Jan-2019,331.03,,Dec-2018,784,780,0,48,1,Individual,,,,0,0,139884,2,6,0,1,19,75987,42,2,3,24698,50,70800,0,4,0,4,7771,9950,76.2,0,0,126,193,2,2,5,2,,,,1,4,8,5,8,13,11,18,8,18,0,0,0,2,97.2,40,0,0,236340,119523,41800,141540,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66433932,,10000,10000,10000, 36 months,13.44,339.07,C,C3,MHW2,3 years,MORTGAGE,34000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66433932,,debt_consolidation,Debt consolidation,018xx,MA,11.19,0,Dec-2011,720,724,2,,,17,0,8425,15.1,21,w,0,0,12187.530212148,12187.53,10000,2187.53,0,0,0,Jan-2019,338.75,,Mar-2019,719,715,0,,1,Individual,,,,0,0,85375,4,0,0,0,,0,,4,10,1696,15,55700,0,0,4,11,5022,36445,6.6,0,0,,48,0,0,1,2,,0,,0,6,9,10,11,0,16,20,9,17,0,0,0,5,100,0,0,0,132650,8425,39000,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66220950,,3600,3600,3600, 36 months,7.49,111.97,A,A4,Accounts Receivable Manager,< 1 year,MORTGAGE,62000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66220950,,debt_consolidation,Debt consolidation,481xx,MI,22.42,0,Mar-2004,720,724,1,,,21,0,3886,19.6,43,w,0,0,3694.23,3694.23,3600,94.23,0,0,0,May-2016,3362.06,,Sep-2018,699,695,0,,1,Individual,,,,0,0,213212,1,12,3,4,7,98697,100,1,3,3573,87,19800,2,5,6,8,10153,6174,38.3,0,0,141,112,0,0,1,0,,0,,0,2,3,4,10,28,7,14,3,21,0,0,0,5,100,25,0,0,230175,102583,10000,98440,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68356738,,10000,10000,10000, 36 months,11.48,329.67,B,B5,Accounting Assistant,10+ years,MORTGAGE,72000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356738,,other,Other,201xx,VA,26.9,0,Apr-1999,680,684,0,36,,13,0,16758,61.4,26,w,0,0,11858.1906308836,11858.19,10000,1858.19,0,0,0,Jan-2019,331.3,,Mar-2019,619,615,0,55,1,Individual,,,,0,0,420706,1,3,0,2,16,41822,78,2,4,5082,73,27300,0,0,0,6,32362,163,98.5,0,0,125,200,0,0,3,17,55,23,36,5,3,8,3,8,6,9,17,8,13,0,0,0,2,73.1,100,0,0,454144,58580,10700,53344,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68587377,,30000,30000,30000, 36 months,8.49,946.89,B,B1,pit Manager,10+ years,RENT,115000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68587377,,credit_card,Credit card refinancing,890xx,NV,13.54,1,Oct-2001,690,694,0,6,,23,0,22022,46.2,44,w,0,0,32823.7595036716,32823.76,30000,2823.76,0,0,0,May-2017,18655.79,,Mar-2019,584,580,0,6,1,Individual,,,,0,0,33898,0,1,0,1,22,11876,44,1,3,7796,45,47700,4,0,4,4,1695,16426,56.5,0,0,127,170,12,12,5,18,,0,,3,6,8,9,15,7,22,32,9,23,0,0,1,1,86,22.2,0,0,74945,33898,37800,27245,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67705153,,8000,8000,8000, 36 months,11.99,265.68,C,C1,Customer service,2 years,RENT,35000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67705153,,debt_consolidation,Debt consolidation,117xx,NY,10.12,0,Nov-1999,720,724,1,,,10,0,6352,26.9,23,w,0,0,9404.2415293728,9404.24,8000,1404.24,0,0,0,Feb-2018,3041.24,,Mar-2019,694,690,0,,1,Individual,,,,0,0,6352,2,0,0,0,71,0,,2,2,2340,27,23600,0,0,1,2,635,2180,62.4,0,0,98,193,1,1,0,3,,3,,0,3,9,3,11,2,10,21,10,10,0,0,0,2,100,66.7,0,0,23600,6352,5800,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68416560,,15000,15000,15000, 60 months,16.59,369.49,D,D2,CNA,1 year,MORTGAGE,55000,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416560,,debt_consolidation,Debt consolidation,066xx,CT,10.17,0,Sep-2002,660,664,1,29,,13,0,9419,54.4,22,w,0,0,12449.12,12449.12,5726.38,5410.49,36.94,1275.31,229.5558,Sep-2018,387.96,,Jan-2019,549,545,0,44,1,Individual,,,,0,0,22026,1,2,0,0,53,12607,126,1,2,1505,81,17300,0,0,1,2,1694,457,89.4,0,0,159,117,2,2,0,24,,4,,1,4,10,4,4,8,11,14,11,13,0,0,0,1,90.9,75,0,0,27275,22026,4300,9975,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68576593,,21600,21600,21600, 36 months,8.49,681.76,B,B1,Finisher Carpenter,2 years,MORTGAGE,60000,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68576593,,debt_consolidation,Debt consolidation,802xx,CO,17.42,0,Nov-2007,685,689,0,,,10,0,11037,67.7,22,w,0,0,24029.930581983,24029.93,21600,2429.93,0,0,0,Oct-2017,10420.2,,Oct-2018,634,630,0,,1,Individual,,,,0,0,132095,0,2,0,0,25,9500,51,1,1,2020,59,16300,0,1,0,2,13210,1168,84.8,0,0,77,97,8,8,1,25,,,,0,4,6,4,9,5,7,15,6,10,0,0,0,2,100,100,0,0,147841,20537,7700,18624,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68340587,,12000,12000,12000, 36 months,9.17,382.55,B,B2,Outbound Warehouse Manager,10+ years,MORTGAGE,105000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68340587,,credit_card,,372xx,TN,16.86,1,Apr-1990,670,674,0,22,,12,0,11143,34.1,29,w,0,0,13711.6109271527,13711.61,12000,1711.61,0,0,0,Jul-2018,2632.94,,Jan-2019,714,710,0,24,1,Individual,,,,0,7259,242572,1,4,1,1,10,82665,88,4,6,1354,39,32700,0,6,4,8,20214,10817,32,0,0,261,283,6,6,4,10,37,10,22,4,5,7,5,7,11,7,12,7,12,0,0,0,6,80.8,0,0,0,271461,93808,15900,86761,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68466641,,28000,28000,28000, 36 months,7.91,876.26,A,A5,Nurse Practitioner,8 years,MORTGAGE,102000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466641,,credit_card,Credit card refinancing,460xx,IN,21.05,1,Feb-1979,700,704,2,19,,24,0,55427,39.9,48,w,0,0,31442.339490832,31442.34,28000,3442.34,0,0,0,Aug-2018,5185.3,,Feb-2019,724,720,0,,1,Individual,,,,0,0,150054,1,1,0,0,111,6680,35,1,3,16167,39,139028,0,1,2,4,6252,55623,47.8,0,0,208,442,3,3,3,3,,0,19,0,6,7,14,21,8,22,35,7,24,0,0,0,1,97.9,21.4,0,0,258185,62107,106500,19157,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68445845,,6400,6400,6400, 36 months,11.48,210.99,B,B5,sales associate,10+ years,RENT,33000,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68445845,,credit_card,Credit card refinancing,331xx,FL,15.6,0,Jun-2003,685,689,0,75,42,9,1,5707,56.5,18,w,0,0,7477.36638107,7477.37,6400,1077.37,0,0,0,Feb-2018,2411.52,,Mar-2019,694,690,0,75,1,Individual,,,,0,0,21252,0,3,1,1,11,15545,83,1,3,967,74,10100,2,0,4,4,2657,90,95.5,0,0,92,150,7,7,1,7,,7,,2,2,5,2,6,5,6,12,5,9,0,0,0,2,88.9,100,1,0,28921,21252,2000,18821,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68596423,,15000,15000,15000, 36 months,9.17,478.19,B,B2,Intl Logistics LifeScience Agent,10+ years,RENT,48000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68596423,,car,Car financing,113xx,NY,12.2,0,Feb-1990,680,684,0,,95,10,1,8588,60.1,11,w,0,0,17195.479175839,17195.48,15000,2195.48,0,0,0,Jan-2019,477.93,,Dec-2018,734,730,0,,1,Individual,,,,0,0,15450,0,1,0,1,16,6862,86,0,0,2623,69,14300,2,0,0,1,1717,1293,79.1,0,0,135,310,26,16,0,51,,17,,0,4,7,5,5,2,9,9,7,10,0,0,0,0,100,25,1,0,22300,15450,6200,8000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68386830,,13000,13000,13000, 36 months,7.91,406.84,A,A5,Consultant,2 years,RENT,70000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386830,,credit_card,Credit card refinancing,787xx,TX,26.32,0,Jul-2009,710,714,0,,,10,0,13025,40.6,27,w,0,0,14123.1607273296,14123.16,13000,1123.16,0,0,0,May-2017,8034.84,,Aug-2018,764,760,0,,1,Individual,,,,0,0,100336,0,5,1,5,8,87311,92,1,3,7705,74,32100,3,0,3,8,10034,6270,65.2,0,0,76,77,11,8,0,11,,8,,0,2,5,2,2,20,5,7,5,10,0,0,0,2,100,0,0,0,130300,100336,18000,98200,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68486912,,10000,10000,10000, 36 months,13.44,339.07,C,C3,assistant svc manager ,3 years,RENT,80000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68486912,,credit_card,Credit card refinancing,060xx,CT,15.56,1,Aug-2003,670,674,1,,38,9,1,8297,57,24,f,0,0,12189.389463021,12189.39,10000,2189.39,0,0,0,Jan-2019,340.61,,Jan-2019,619,615,0,7,1,Individual,,,,0,0,47467,2,2,1,1,2,39170,97,4,7,4832,57,14550,0,1,4,8,5274,4500,75,0,0,148,114,0,0,3,10,,2,,1,2,7,2,3,8,7,12,5,9,,0,1,5,79,50,1,0,54793,47467,9000,40243,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68338703,,24800,24800,24800, 36 months,7.91,776.12,A,A5,account manager,10+ years,MORTGAGE,95000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68338703,,debt_consolidation,,800xx,CO,14.76,0,Jul-1992,765,769,0,,,14,0,29719,34.3,24,w,0,0,25907.62,25907.62,24800,1107.62,0,0,0,Aug-2016,21278.15,,Aug-2016,804,800,0,,1,Individual,,,,0,0,197541,1,1,1,1,6,15660,91,0,3,6911,44,124600,0,3,0,4,16462,88446,32.8,0,0,158,281,20,6,4,20,,,,0,6,8,8,9,3,12,17,8,14,0,0,0,1,100,0,0,0,311769,45379,113100,17169,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68575726,,12000,12000,12000, 60 months,10.78,259.6,B,B4,Maint. Machinist,10+ years,OWN,56000,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68575726,,other,Other,720xx,AR,25.98,0,May-1999,705,709,0,,112,7,1,3114,28.6,15,w,0,0,4395.23,4395.23,2774.66,1620.57,0,0,0,Jun-2017,259.6,,Feb-2018,554,550,0,,1,Individual,,,,0,0,42392,1,3,1,2,3,39278,76,0,2,1024,68,10900,0,2,1,4,6056,6815,13.7,0,0,199,105,20,3,0,22,,6,,0,2,3,3,4,9,4,6,3,7,0,0,0,1,100,0,1,0,62836,42392,7900,51936,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68386728,,10800,10800,10800, 60 months,8.49,221.53,B,B1,Senior Consultant,9 years,MORTGAGE,96000,Not Verified,Dec-2015,Late (31-120 days),n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386728,,car,Car financing,282xx,NC,12.25,0,Jan-2005,695,699,2,62,,17,0,37430,49.1,26,w,4873.81,4873.81,7962.34,7962.34,5926.19,2036.15,0,0,0,Jan-2019,221.53,Apr-2019,Mar-2019,549,545,0,62,1,Individual,,,,0,0,231437,1,0,0,0,80,0,,1,6,9311,45,76300,1,1,3,7,13614,23757,52.5,0,0,131,110,3,3,4,14,,3,,1,7,10,8,11,2,14,19,10,17,0,0,0,1,96,12.5,0,0,298922,39042,50000,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68340637,,15000,15000,15000, 36 months,11.99,498.15,C,C1,Lead Tech,1 year,MORTGAGE,65000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68340637,,debt_consolidation,,919xx,CA,17.56,0,Aug-2004,665,669,0,54,,9,0,13028,88.3,16,w,0,0,15183.46,15183.46,15000,183.46,0,0,0,Feb-2016,15208.44,,Feb-2016,769,765,0,,1,Joint App,77000,15.4,Not Verified,0,0,231860,0,0,0,0,30,22525,74,0,2,2839,78,14800,3,1,2,2,25762,295,94.2,0,0,99,136,13,13,1,28,,11,54,0,2,7,2,3,4,7,11,7,9,0,0,0,0,92.3,100,0,0,251645,35553,5100,30649,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67308558,,24000,24000,24000, 36 months,5.32,722.76,A,A1,Pharmacist,3 years,MORTGAGE,120000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67308558,,credit_card,Credit card refinancing,070xx,NJ,15.82,0,Sep-2004,725,729,1,,,13,0,42613,35.4,31,w,0,0,25138.9366090891,25138.94,24000,1138.94,0,0,0,Jan-2017,17199.22,,Mar-2019,779,775,0,,1,Individual,,,,0,0,470657,1,1,0,0,32,4403,18,1,3,18758,33,120400,0,0,1,3,39221,73787,36.6,0,0,126,135,2,2,1,2,,3,,0,7,7,9,18,7,10,21,7,13,0,0,0,1,100,12.5,0,0,585052,47089,116400,24000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68606879,,2000,2000,2000, 36 months,13.44,67.82,C,C3,Engineer,10+ years,OWN,75600,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68606879,,debt_consolidation,Debt consolidation,420xx,KY,10.17,1,Sep-1995,685,689,0,16,,5,0,15568,92.7,19,w,0,0,2437.461798277,2437.46,2000,437.46,0,0,0,Jan-2019,67.49,,Dec-2018,589,585,0,,1,Individual,,,,0,192,161917,1,2,1,3,1,989,56,0,1,15568,89,16800,0,0,0,4,32383,1232,92.7,0,0,160,243,14,1,4,204,,14,,0,1,1,1,4,9,1,6,1,5,0,0,0,1,78.9,100,0,0,188481,16557,16800,1781,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68537015,,22600,22600,22600, 36 months,15.77,791.99,D,D1,Teacher,3 years,MORTGAGE,53867,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537015,,debt_consolidation,Debt consolidation,925xx,CA,25.31,0,Sep-2004,675,679,2,,,33,0,23959,53.5,46,w,0,0,25651.113286446,25651.11,22600,3051.11,0,0,0,Jan-2017,44.1,,Mar-2019,499,0,0,,1,Individual,,,,0,0,204160,2,17,1,6,4,180201,109,4,4,2097,97,44800,0,4,4,10,6187,4034,47.6,0,0,135,90,6,4,0,6,,1,,0,3,11,6,8,25,16,21,12,33,0,0,0,5,100,0,0,0,210041,204160,7700,165241,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68606893,,13500,13500,13500, 36 months,23.13,523.5,F,F2,Electrician,10+ years,RENT,50000,Source Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68606893,,debt_consolidation,Debt consolidation,328xx,FL,25.3,0,Mar-2002,660,664,3,,42,17,1,10292,23,21,w,0,0,12380.94,12380.94,7130.06,4343.57,0,907.31,163.3158,Nov-2017,523.5,,Apr-2018,594,590,0,58,1,Individual,,,,0,0,26347,7,1,1,1,7,16055,92,9,12,5804,23,44050,1,0,6,13,1549,3272,26,0,0,165,38,0,0,0,2,,0,,0,9,16,9,9,4,16,16,8,17,,0,0,10,95,11.1,1,0,61443,26347,29450,17393,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68338676,,6000,6000,6000, 36 months,10.78,195.81,B,B4,"Pastor assigned-Minneapolis, MN",10+ years,MORTGAGE,66000,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68338676,,car,,553xx,MN,19.96,1,Nov-1987,695,699,1,6,,11,0,3731,23.9,28,w,0,0,5501.84,5501.84,3434.92,863.92,0,1203,216.54,Nov-2017,195.81,,Aug-2018,569,565,0,,1,Individual,,,,0,0,287417,1,3,1,2,5,25459,69,0,1,2060,56,15600,1,1,8,4,26129,3290,47.8,0,0,159,337,15,5,1,89,6,0,6,0,3,4,3,12,8,7,18,4,11,0,0,0,1,96.3,33.3,0,0,322369,29190,6300,36750,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Jul-2018,COMPLETE,Mar-2018,1203,45.02,6
